Occupation Code,Occupation Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
25-9043,Teaching Assistants — Special Education,3.0,3.88,3.0,3.12,3.38,1.12,1.38,1.0,3.5,2.88,3.62,1.12,1.38,2.38,1.88,3.62,2.88,1.38,1.38,1.62,3.12,1.62,1.38,3.62,1.0,1.38,3.62,3.75,3.75,2.25,2.25,1.5,2.75,1.0,3.12
25-9044,Teaching Assistants — Postsecondary,3.0,3.62,3.12,3.12,3.12,1.0,1.0,1.0,3.5,3.0,3.38,1.38,1.75,2.25,2.25,3.12,2.38,1.0,2.0,2.0,2.38,1.75,2.12,3.88,1.0,2.0,3.12,3.12,3.5,2.25,2.25,1.88,3.0,1.75,3.25
27-1011,Art Directors,3.25,4.0,3.62,3.62,3.75,1.12,1.12,1.0,3.12,3.75,3.0,2.5,2.38,3.0,2.25,3.25,3.0,1.0,3.38,1.75,3.38,1.5,2.12,3.75,1.12,1.25,3.0,3.25,4.0,3.0,3.0,1.5,3.62,1.12,3.38
27-1012,Craft Artists,2.75,3.0,2.75,2.5,3.12,1.88,2.0,1.0,1.62,2.88,2.0,2.12,2.38,2.0,2.12,3.0,2.0,2.0,2.62,2.0,2.75,1.38,2.5,3.0,1.88,1.0,2.75,2.88,3.0,2.0,2.0,1.5,2.5,1.88,2.75
27-1013,Fine Artists — Including Painters — Sculptors — and Illustrators,3.25,3.12,2.88,2.5,3.25,1.0,2.0,1.0,1.75,3.0,2.38,2.0,1.88,1.75,2.12,2.75,2.0,2.12,2.62,2.38,2.38,1.62,2.38,3.0,1.0,1.0,2.5,2.88,3.0,2.25,2.12,1.62,2.88,1.88,2.88
27-1014,Special Effects Artists and Animators,3.12,3.88,3.0,2.88,3.75,1.0,1.88,1.0,2.75,3.12,2.88,1.88,1.88,2.38,2.12,3.0,2.62,2.25,2.12,2.0,2.88,2.12,1.75,3.75,1.0,1.12,2.75,2.88,3.25,2.88,2.75,1.88,3.0,1.12,3.12
27-1021,Commercial and Industrial Designers,3.0,4.0,3.75,3.12,3.75,1.0,1.88,1.0,2.75,3.25,2.75,2.0,2.0,2.75,2.75,3.12,2.88,2.0,3.25,2.38,3.12,1.88,2.75,3.88,1.0,2.62,2.88,3.12,3.5,3.0,3.0,3.12,3.25,1.75,3.12
27-1022,Fashion Designers,3.75,3.88,3.62,3.75,3.88,1.0,1.5,1.0,3.5,3.75,3.12,2.62,2.75,3.5,2.12,3.5,3.62,1.0,3.25,2.12,3.62,1.38,2.38,3.62,1.0,1.12,3.5,3.75,3.88,3.0,2.88,1.75,3.75,1.75,3.38
27-1023,Floral Designers,3.0,4.0,2.75,2.88,3.25,1.0,1.62,1.0,2.25,3.12,2.25,2.0,2.75,2.12,2.25,3.0,2.38,1.38,3.0,1.25,2.88,1.38,2.0,2.88,1.0,1.25,3.38,3.38,3.88,2.0,2.0,1.5,3.25,1.0,2.5
27-1024,Graphic Designers,3.25,3.75,3.12,3.12,3.25,1.0,1.12,1.0,2.75,3.12,2.75,1.88,2.0,2.25,2.0,3.0,3.0,1.12,2.75,2.0,3.0,2.12,1.88,3.12,1.0,1.12,3.0,3.12,3.38,2.88,2.62,2.25,3.12,1.0,3.25
27-1025,Interior Designers,3.12,4.0,3.62,3.75,4.0,1.0,1.0,1.0,3.0,3.5,2.62,2.75,2.75,2.88,3.0,3.12,3.12,1.75,3.12,2.0,3.5,1.88,2.0,4.0,1.0,1.12,3.75,3.75,4.0,3.0,2.62,1.88,3.38,1.88,3.62
27-1026,Merchandise Displayers and Window Trimmers,2.88,3.5,2.88,3.0,3.25,1.0,1.38,1.12,2.25,3.12,2.38,1.62,2.0,2.25,2.0,2.75,2.38,1.75,2.38,1.75,2.88,1.5,2.12,3.0,1.0,1.25,2.88,3.0,3.25,2.38,2.25,1.75,3.0,1.62,2.88
27-1027,Set and Exhibit Designers,3.12,3.88,3.38,3.5,3.75,1.38,1.88,1.5,3.0,3.38,2.88,2.75,2.75,2.88,3.0,3.12,3.0,1.75,3.75,2.0,3.0,1.75,2.25,3.88,1.38,1.75,3.0,3.0,3.75,3.0,2.88,1.88,3.75,1.5,3.25
27-2011,Actors,2.62,3.75,2.88,2.88,3.0,1.0,1.0,1.0,2.75,2.88,2.75,1.0,1.0,2.38,1.0,3.0,2.5,1.0,1.75,1.25,2.5,1.0,1.0,3.88,1.0,1.5,2.12,3.75,3.88,2.0,2.0,1.25,3.0,1.0,2.88
27-2012,Producers and Directors,3.3775,4.0649999999999995,3.4699999999999998,3.7824999999999998,3.9699999999999998,1.25,1.5625,1.0,2.9699999999999998,3.7800000000000002,3.0300000000000002,2.375,2.5025,3.3449999999999998,2.1550000000000002,3.815,3.2824999999999998,2.0324999999999998,2.31,2.315,3.1875,1.655,2.3425000000000002,3.9050000000000002,1.22,1.28,2.875,3.7225,4.0625,3.1225,3.0,1.7825,3.5925000000000002,1.595,3.5324999999999998
27-2021,Athletes and Sports Competitors,3.0,3.75,3.0,3.62,3.75,1.88,1.0,1.0,3.0,3.25,2.88,1.62,1.75,2.88,2.12,3.25,2.88,1.75,2.0,2.38,3.0,1.0,2.0,3.12,1.0,1.75,2.88,3.12,3.88,2.12,2.38,1.88,3.0,1.88,2.75
27-2022,Coaches and Scouts,3.88,4.0,3.88,3.88,4.0,1.0,1.88,1.0,4.75,4.0,4.12,2.0,2.5,3.88,2.12,4.12,3.62,1.62,2.75,2.0,3.88,1.25,2.62,4.0,1.0,1.62,3.75,4.0,4.38,3.88,3.62,1.88,3.88,1.88,3.62
27-2023,Umpires — Referees — and Other Sports Officials,3.0,3.25,3.0,3.0,3.38,1.12,1.12,1.0,2.88,3.25,3.0,1.0,1.0,2.12,2.5,3.12,2.75,1.12,1.75,1.75,2.75,1.0,2.0,3.0,1.0,1.38,2.75,3.0,3.62,2.0,2.38,1.5,2.88,1.38,2.75
27-2031,Dancers,2.75,3.25,2.5,3.0,3.0,1.0,1.0,1.0,2.5,2.62,2.5,1.0,1.0,2.38,1.38,2.88,2.0,1.0,1.5,1.38,2.5,1.0,1.0,2.75,1.0,1.0,2.75,2.88,2.88,2.0,1.75,1.12,2.88,1.0,2.5
27-2032,Choreographers,3.25,3.88,3.0,3.88,3.38,1.0,1.0,1.0,4.0,3.25,3.62,1.62,1.75,3.12,1.62,3.75,3.0,1.0,2.75,1.5,3.0,1.12,1.25,3.5,1.0,1.12,3.25,3.62,3.88,2.62,2.75,1.62,3.38,1.0,3.0
27-2041,Music Directors and Composers,3.38,3.88,3.12,3.38,3.5,1.0,1.38,1.0,2.88,3.5,2.75,2.25,2.12,3.12,2.12,3.25,3.0,1.38,2.25,1.25,3.25,1.88,1.62,3.5,1.0,1.25,2.75,3.12,3.62,2.88,3.0,1.62,3.12,1.25,3.38
27-2042,Musicians and Singers,2.75,3.25,2.38,3.0,3.0,1.12,1.38,1.12,2.5,2.62,2.62,1.25,1.38,2.12,1.88,3.25,2.62,1.38,1.88,2.12,2.75,1.25,1.62,3.12,1.12,1.12,2.88,3.12,3.38,2.75,2.5,1.75,2.88,1.38,2.75
27-3011,Broadcast Announcers and Radio Disc Jockeys,3.12,4.0,3.0,3.0,3.75,1.38,1.38,1.0,2.12,3.0,2.0,1.5,1.5,2.0,1.75,3.0,2.5,2.12,1.88,2.12,2.88,1.12,1.88,3.88,1.25,1.0,3.0,3.75,4.75,2.0,2.12,1.12,3.25,1.5,3.12
27-3023,News Analysts — Reporters — and Journalists,3.25,3.88,3.25,3.38,3.38,1.0,1.0,1.0,2.5,3.25,2.38,1.75,1.62,2.5,2.0,3.0,2.75,1.75,1.5,1.75,3.12,1.5,1.75,4.0,1.0,1.0,3.0,3.5,4.12,2.5,2.25,1.75,3.5,1.0,4.0
27-3031,Public Relations Specialists,3.38,4.12,3.38,3.88,3.88,1.0,1.0,1.0,3.0,3.5,2.88,1.88,1.75,2.62,2.0,3.0,3.25,1.0,2.75,1.62,3.75,1.38,1.38,4.0,1.0,1.5,3.12,4.0,4.12,3.12,3.25,1.75,3.88,1.0,4.0
27-3041,Editors,3.12,3.88,3.12,3.0,3.88,1.0,1.0,1.0,3.0,3.12,2.88,1.5,1.38,3.0,2.12,3.0,3.0,1.25,2.0,1.88,3.0,1.62,3.25,4.88,1.0,1.0,2.62,3.12,3.75,3.12,2.5,1.62,3.38,1.0,4.25
27-3042,Technical Writers,3.25,3.75,2.75,3.0,3.62,1.0,1.0,1.0,2.5,3.12,2.5,1.38,1.62,2.12,1.62,3.0,2.62,1.0,2.5,1.5,2.88,1.38,2.25,4.12,1.0,1.25,2.12,2.75,3.75,2.38,1.88,1.38,3.12,1.12,4.88
27-3043,Writers and Authors,3.565,3.75,3.06,3.065,3.685,1.0,1.0,1.0,2.5,3.25,2.75,1.37,1.31,2.25,1.5,2.875,2.63,1.0,1.565,1.125,3.065,1.685,1.5,4.1850000000000005,1.0,1.12,2.81,3.25,3.88,2.125,2.19,1.685,3.185,1.0,4.75
27-3091,Interpreters and Translators,3.12,4.0,3.0,3.0,3.62,1.0,1.0,1.0,3.0,3.12,3.0,1.25,1.25,2.75,2.0,3.62,2.38,1.0,1.62,2.0,2.88,1.12,2.0,3.88,1.0,1.12,3.12,3.12,4.12,2.12,2.12,1.88,3.0,1.25,3.75
27-3092,Court Reporters and Simultaneous Captioners,2.38,4.0,2.12,2.0,2.5,1.5,1.25,1.0,1.38,2.0,2.0,1.0,1.0,1.5,1.62,3.0,1.62,1.75,1.12,1.88,1.75,1.12,2.12,3.12,1.38,1.0,1.88,2.62,3.0,1.88,1.75,1.0,3.0,1.75,3.38
27-4011,Audio and Video Technicians,3.0,3.12,3.25,3.12,3.5,2.38,2.75,2.5,2.88,3.0,2.75,1.88,2.0,2.88,2.0,3.75,2.5,3.0,2.12,3.5,2.62,2.0,2.88,3.5,2.25,1.0,3.12,3.0,3.12,3.0,2.88,2.0,3.0,2.75,3.12
27-4012,Broadcast Technicians,3.12,3.62,3.25,3.0,3.75,3.12,2.75,2.0,2.5,3.12,2.88,1.88,2.12,2.62,2.75,3.5,2.38,3.0,2.12,3.5,2.38,2.12,2.88,3.12,2.75,1.88,2.38,3.0,3.12,2.88,2.75,2.25,3.12,3.0,3.25
27-4014,Sound Engineering Technicians,3.12,3.75,3.38,3.12,3.5,2.75,2.5,1.5,2.62,3.25,2.5,1.75,2.0,2.12,2.0,3.12,2.62,3.25,1.25,3.25,2.88,1.75,2.88,3.25,2.5,1.62,3.12,3.0,3.62,3.12,3.0,2.12,3.12,2.88,3.12
27-4021,Photographers,3.12,3.75,3.12,3.0,3.12,1.88,2.25,1.38,2.88,3.12,2.88,1.62,1.88,2.75,2.0,3.12,2.75,2.25,2.75,2.62,2.88,1.62,2.5,3.12,1.5,1.75,3.25,3.12,3.75,2.5,2.38,1.88,3.0,2.12,2.88
27-4031,Camera Operators — Television — Video — and Film,2.88,3.75,3.0,3.25,3.12,2.25,2.62,1.12,2.38,3.25,2.75,1.75,1.88,2.5,2.0,3.12,2.5,2.88,2.12,2.88,2.88,1.38,2.88,3.25,2.38,1.0,2.88,3.12,3.25,2.25,2.25,2.0,3.12,2.38,2.88
27-4032,Film and Video Editors,3.25,3.75,3.25,3.0,3.5,1.38,1.75,1.0,2.38,3.12,2.62,1.62,1.62,2.25,1.88,3.0,2.5,1.88,2.12,2.25,2.75,1.5,2.5,3.38,1.38,1.0,2.5,2.88,3.25,2.75,2.62,1.75,3.12,1.88,3.12
29-1011,Chiropractors,3.38,4.0,3.62,3.12,3.88,1.0,1.0,1.0,2.88,3.5,2.88,1.88,1.88,2.88,2.38,3.12,2.62,1.88,2.12,1.88,3.0,1.5,2.0,3.88,1.0,3.38,3.5,3.75,3.88,3.12,3.12,1.75,3.25,1.38,3.75
29-1021,Dentists — General,3.88,4.0,4.0,3.75,4.12,1.5,2.38,1.25,3.25,4.12,3.12,3.0,3.0,3.5,2.75,4.0,3.12,2.88,2.38,2.75,3.75,1.62,2.75,4.0,1.38,3.75,3.88,3.88,4.0,2.88,2.75,2.0,3.88,2.0,3.25
29-1022,Oral and Maxillofacial Surgeons,3.88,3.88,4.12,3.62,4.0,1.88,2.12,1.0,2.88,4.12,2.88,2.0,2.0,2.75,2.62,3.88,2.62,2.88,3.12,2.75,2.75,1.5,2.75,4.0,1.88,3.5,3.25,3.75,3.88,3.25,3.0,2.0,3.38,1.88,3.5
29-1023,Orthodontists,3.75,4.0,4.0,3.88,4.0,1.0,2.0,1.0,3.25,3.75,3.25,2.0,2.25,3.12,2.12,4.0,3.0,2.25,3.0,2.5,3.25,1.38,2.38,3.88,1.0,3.38,3.38,3.88,4.0,3.0,2.75,2.0,3.75,2.0,3.38
29-1024,Prosthodontists,3.0,4.0,3.75,3.0,4.0,1.88,2.0,1.25,3.12,3.38,2.88,2.0,2.12,3.0,2.0,3.62,2.75,2.12,2.88,2.62,2.88,1.75,2.5,3.62,1.88,3.0,3.12,3.62,4.0,2.75,2.75,2.0,3.25,2.12,3.38
29-1031,Dietitians and Nutritionists,3.62,4.0,3.88,3.75,4.0,1.0,1.0,1.0,3.75,4.0,3.75,2.75,2.75,2.88,3.0,3.88,3.12,1.0,3.12,1.88,3.38,1.75,2.88,4.0,1.0,3.25,3.88,4.0,4.0,3.12,3.25,1.75,3.25,1.5,3.88
29-1041,Optometrists,3.12,4.12,3.38,3.38,4.12,1.0,1.0,1.0,3.25,3.38,3.12,2.12,2.12,3.12,3.0,3.25,3.0,2.25,2.12,2.12,3.25,1.88,2.5,4.12,1.0,3.75,3.25,3.88,4.0,3.0,3.0,1.88,3.25,2.0,4.0
29-1051,Pharmacists,3.62,4.0,3.62,3.38,3.88,1.0,1.25,1.0,3.38,3.75,3.12,2.38,2.75,3.38,3.25,3.88,2.88,1.5,2.62,2.25,2.88,1.5,2.62,4.0,1.0,3.38,3.62,3.62,4.0,3.0,3.0,1.62,3.62,1.75,3.88
29-1071,Physician Assistants,3.69,4.0,3.5,3.185,3.87,1.625,1.75,1.125,2.935,3.81,3.0,1.935,2.185,2.81,2.94,3.815,2.75,2.0,2.0,2.815,2.875,1.63,2.63,3.935,1.5,3.31,3.625,3.56,3.81,2.935,3.0,1.815,3.315,2.25,3.56
29-1081,Podiatrists,4.0,4.0,3.75,3.38,4.0,1.0,2.25,1.0,3.0,3.88,3.25,2.25,2.25,3.0,2.88,3.88,2.62,2.12,2.62,2.25,2.88,1.5,2.38,4.0,1.0,3.5,3.25,3.88,4.0,3.12,3.12,2.25,3.0,2.0,3.88
29-1122,Occupational Therapists,3.815,4.0600000000000005,3.375,3.375,3.75,1.0,1.185,1.0,3.94,3.69,3.94,1.685,1.87,2.875,2.06,3.935,3.0,1.81,2.25,2.185,3.06,1.565,2.0,3.94,1.0,2.375,4.0,3.94,4.0,3.06,3.06,1.94,3.375,1.75,3.875
29-1123,Physical Therapists,3.12,4.0,3.38,3.25,4.0,1.38,1.75,1.12,3.38,3.75,3.12,2.0,2.0,2.88,2.12,3.88,3.0,2.0,2.75,2.25,3.0,1.62,2.0,4.0,1.38,2.62,4.0,4.0,4.0,3.12,3.12,1.88,3.62,2.0,3.88
29-1124,Radiation Therapists,3.0,3.75,3.12,3.25,3.5,2.75,2.62,1.0,3.0,2.88,2.88,2.0,2.12,2.88,2.75,3.25,2.62,3.12,2.62,3.38,2.62,1.75,2.88,3.75,2.25,2.75,3.25,3.38,3.25,2.62,2.62,1.88,3.12,2.88,3.12
29-1125,Recreational Therapists,3.38,4.0,3.5,4.0,3.88,1.0,1.38,1.0,3.88,3.12,3.38,1.88,2.0,2.75,2.0,3.38,3.12,1.75,2.75,1.75,3.38,1.5,1.88,3.88,1.0,2.0,4.12,4.0,4.0,3.0,3.0,1.88,3.25,1.5,3.88
29-1126,Respiratory Therapists,3.62,3.88,3.38,3.38,3.88,2.25,2.38,1.0,3.25,3.38,3.12,1.88,2.0,2.88,2.75,3.88,2.88,2.88,2.12,3.0,2.88,1.5,3.0,3.62,2.25,3.0,3.62,3.62,3.75,2.88,2.88,2.12,3.12,2.38,3.12
29-1127,Speech-Language Pathologists,3.88,4.12,3.88,3.25,4.12,1.0,1.5,1.0,3.88,3.75,4.0,1.0,1.12,2.38,2.0,3.88,2.88,1.62,3.0,2.12,2.88,1.62,2.25,4.12,1.0,2.88,3.75,4.12,4.0,3.12,3.12,1.88,3.25,1.62,4.0
29-1128,Exercise Physiologists,3.25,4.0,3.62,3.12,4.0,1.25,1.75,1.25,4.0,3.75,3.25,1.5,1.62,2.88,2.88,3.75,3.0,2.0,2.25,2.12,3.0,1.88,2.12,4.0,1.12,2.88,3.75,3.75,4.0,3.12,3.12,2.0,3.0,2.0,3.88
29-1129,Art Therapists,3.5,4.0600000000000005,3.315,3.25,3.94,1.0,1.75,1.0,3.185,3.815,3.435,1.75,2.0,2.875,2.06,3.815,3.125,1.0,2.065,2.0,3.185,1.63,1.935,3.94,1.0,1.875,3.875,4.25,4.0,3.06,2.94,1.88,3.125,1.56,3.435
29-1131,Veterinarians,4.0,4.12,3.88,3.12,3.88,1.12,1.75,1.0,3.0,3.88,3.0,2.0,2.0,3.0,3.12,3.25,2.88,1.88,2.75,2.25,2.88,1.25,2.12,4.12,1.0,3.88,3.38,3.25,3.88,2.88,3.0,1.88,3.25,1.88,3.5
29-1141,Registered Nurses,3.8519999999999994,4.052,3.8280000000000003,3.9019999999999997,4.024,1.0,1.5,1.05,3.45,3.9519999999999995,3.4,1.9240000000000002,2.024,2.948,2.802,3.974,3.098,2.1,2.248,2.8259999999999996,3.272,1.498,2.3,4.0,1.024,2.952,3.974,4.074,4.072,3.052,3.022,1.752,3.498,1.75,3.8019999999999996
29-1151,Nurse Anesthetists,4.0,4.0,4.0,3.38,4.12,2.25,2.75,1.0,3.25,4.0,3.38,2.0,2.25,2.88,3.25,4.0,3.0,2.88,2.62,3.25,3.12,1.25,3.0,4.12,2.0,3.88,3.88,3.88,4.0,3.12,3.12,1.88,3.38,2.38,3.38
29-1161,Nurse Midwives,4.0,4.12,3.88,3.88,4.12,1.0,1.25,1.0,3.25,3.75,3.25,1.75,1.88,2.62,2.62,4.0,2.75,1.75,2.38,2.38,2.75,1.62,2.12,4.0,1.0,2.88,3.88,4.12,4.12,3.12,3.0,1.75,3.12,1.5,3.88
29-1171,Nurse Practitioners,4.0,4.12,4.12,3.75,4.12,1.0,1.62,1.0,3.12,4.0,3.5,2.0,2.0,3.0,3.0,4.0,3.0,1.75,3.0,2.12,3.25,1.38,2.12,4.12,1.0,3.75,3.88,4.0,4.0,3.0,3.12,1.75,3.38,2.0,4.0
29-1181,Audiologists,4.0,4.12,3.62,3.38,4.0,2.12,2.12,1.25,3.12,3.75,3.38,1.88,1.88,2.88,2.88,3.75,2.88,2.12,2.88,3.0,3.12,1.75,3.0,4.12,2.12,3.0,3.62,4.0,4.0,3.12,3.12,1.88,3.25,2.12,4.0
29-1211,Anesthesiologists,3.62,4.12,4.0,3.12,4.5,1.0,1.38,1.0,3.12,4.12,3.25,2.25,2.12,3.0,3.0,4.12,2.88,2.75,2.62,3.62,3.0,1.12,2.75,4.0,1.0,4.0,3.25,3.75,3.88,3.12,3.25,1.62,3.75,2.12,4.0
29-1213,Dermatologists,3.75,4.0,3.5,3.25,4.12,1.0,1.25,1.0,3.25,3.75,3.12,2.0,2.0,3.0,2.25,3.5,3.12,1.25,1.88,2.0,3.25,1.88,1.75,3.88,1.0,3.62,4.0,3.88,3.88,2.75,2.88,1.88,3.12,1.38,3.5
29-1214,Emergency Medicine Physicians,4.0,4.38,4.12,4.0,4.38,1.0,1.0,1.0,3.62,4.12,3.62,2.0,1.88,2.88,2.75,4.12,3.25,2.38,1.75,2.5,3.62,1.75,1.88,4.25,1.0,3.0,4.12,4.25,4.25,3.25,3.0,1.5,3.25,1.5,4.12
29-1215,Family Medicine Physicians,4.0,4.25,4.0,3.12,4.38,1.0,1.25,1.0,3.38,4.0,3.25,1.62,1.62,3.0,2.75,4.0,2.88,1.12,2.5,2.12,3.0,1.25,2.12,4.25,1.0,3.88,3.88,3.88,4.12,2.88,2.88,1.25,4.0,1.5,4.12
29-1216,General Internal Medicine Physicians,3.88,4.12,4.0,3.25,4.0,1.12,1.62,1.12,3.12,4.0,3.12,1.88,2.0,3.0,2.88,3.88,3.0,1.5,2.75,2.0,3.12,1.75,2.5,4.12,1.25,4.0,3.75,4.0,4.0,3.25,3.12,1.75,3.12,1.75,4.0
29-1217,Neurologists,3.75,4.25,4.12,3.75,4.12,1.0,1.38,1.0,3.5,4.0,3.38,2.0,2.12,3.0,2.88,4.0,2.75,1.25,2.12,2.12,3.5,1.75,2.38,4.12,1.0,3.75,3.5,4.12,4.12,3.38,3.25,1.88,3.25,1.75,4.0
29-1218,Obstetricians and Gynecologists,4.12,4.12,4.0,3.88,4.38,1.0,1.0,1.0,3.12,4.0,3.5,2.0,2.12,2.88,2.75,4.0,2.88,2.0,2.5,2.12,3.0,1.38,1.88,4.25,1.0,3.75,3.62,3.88,4.0,3.12,3.0,1.38,3.75,1.38,4.0
29-1221,Pediatricians — General,4.0,4.12,4.0,3.38,4.25,1.0,1.0,1.0,3.38,4.25,3.25,2.12,2.0,2.88,2.38,4.0,3.0,1.0,2.88,1.88,3.25,1.38,1.88,4.12,1.0,4.0,3.88,4.0,4.25,2.88,3.0,1.38,3.0,1.75,4.0
29-1222,Physicians — Pathologists,4.0,4.0,4.0,3.0,4.12,1.0,1.62,1.0,3.25,3.88,3.12,2.62,2.75,3.12,3.0,3.5,3.0,2.0,2.0,2.25,3.0,1.88,2.75,4.25,1.0,4.0,3.0,3.12,3.88,3.0,3.0,1.88,3.25,2.0,4.12
29-1223,Psychiatrists,4.0,4.62,3.88,3.88,4.25,1.0,1.0,1.0,3.5,4.12,3.75,1.62,1.62,2.75,2.5,4.0,3.25,1.25,3.25,1.62,3.5,1.5,1.38,4.12,1.0,3.88,3.88,4.5,4.25,3.25,3.25,1.5,3.25,1.0,4.12
29-1224,Radiologists,3.88,4.25,4.0,3.25,4.12,1.5,1.62,1.0,3.38,4.12,3.25,1.75,2.0,3.0,2.88,4.0,2.75,2.88,1.62,3.12,2.88,1.38,3.12,4.25,1.5,3.75,3.62,4.0,4.25,3.0,3.0,1.5,3.5,2.0,4.12
29-1229,Allergists and Immunologists,3.9166666666666665,4.165,4.0,3.605,4.185,1.0,1.2916666666666667,1.0,3.4983333333333335,4.123333333333334,3.4133333333333336,1.8966666666666665,1.9349999999999998,3.145,2.8333333333333335,3.9783333333333335,2.9166666666666665,1.6666666666666667,1.9383333333333332,2.29,3.27,1.625,2.375,4.3133333333333335,1.0,3.5216666666666665,3.7083333333333335,3.938333333333333,4.0616666666666665,3.3333333333333335,3.3516666666666666,1.7299999999999998,3.561666666666667,1.6900000000000002,3.956666666666667
29-1241,Ophthalmologists — Except Pediatric,4.0,4.12,4.0,3.75,4.25,1.5,1.88,1.0,3.75,4.0,3.38,2.12,2.12,3.12,3.0,4.0,3.0,2.75,2.0,3.0,3.62,1.88,2.62,4.25,1.5,3.88,3.88,4.0,4.0,3.0,3.0,2.0,3.88,2.0,4.0
29-1291,Acupuncturists,3.12,3.88,3.25,3.12,3.75,1.0,1.62,1.0,2.75,3.5,2.62,1.75,1.88,2.0,2.0,3.25,2.0,1.38,1.75,1.62,2.62,1.25,1.88,3.25,1.0,2.25,3.75,3.75,3.62,2.88,2.88,1.38,3.0,1.38,3.12
29-1292,Dental Hygienists,3.0,3.75,2.88,3.0,3.5,2.12,1.62,1.0,3.0,3.0,2.75,1.5,1.88,2.25,2.0,3.12,2.38,2.25,1.75,2.88,3.0,1.38,2.38,3.0,1.88,2.38,3.12,3.12,3.5,2.0,2.12,1.88,3.0,2.25,3.12
29-1299,Naturopathic Physicians,3.5,4.0600000000000005,3.63,3.06,4.0600000000000005,1.0,1.185,1.0,3.185,3.69,3.315,1.75,1.75,2.69,2.75,3.25,2.565,1.375,2.315,2.0,3.0,1.685,1.935,3.935,1.0,3.37,3.63,3.875,4.0,3.12,3.0,1.815,3.06,1.25,3.75
29-2011,Medical and Clinical Laboratory Technologists,3.2199999999999998,3.625,3.315,2.9699999999999998,3.7525,2.2824999999999998,2.0925000000000002,1.0925,2.875,3.2800000000000002,2.815,1.94,2.0300000000000002,2.7175000000000002,2.7800000000000002,3.25,2.25,2.6550000000000002,1.6575,3.0925000000000002,2.5,1.7825,3.0,3.7525,2.0625,3.2824999999999998,2.7824999999999998,2.9699999999999998,3.2775,2.5925000000000002,2.625,1.53,3.1550000000000002,2.5300000000000002,3.2475
29-2012,Medical and Clinical Laboratory Technicians,2.94,3.69,3.185,3.0,3.44,2.25,2.31,1.125,2.685,3.06,2.63,1.81,2.06,2.565,2.375,3.185,2.25,2.815,1.75,3.0,2.25,1.75,2.87,3.44,1.875,3.185,2.625,2.94,3.25,2.435,2.185,1.81,3.06,2.565,3.06
29-2031,Cardiovascular Technologists and Technicians,3.12,3.88,3.12,3.0,3.75,2.5,2.0,1.0,3.0,3.25,2.88,1.75,1.88,2.5,2.62,3.75,2.62,3.12,1.62,3.75,2.75,1.62,2.75,3.62,2.25,3.0,3.25,3.62,3.75,2.38,2.25,1.75,3.0,2.5,3.12
29-2032,Diagnostic Medical Sonographers,3.38,3.88,3.12,3.25,3.5,2.62,2.25,1.0,3.0,3.12,3.0,1.75,1.88,2.75,2.12,3.5,2.5,3.12,2.0,3.12,3.0,1.25,2.75,3.75,2.12,3.25,3.12,3.75,3.75,2.38,2.12,2.0,3.38,2.25,3.25
29-2033,Nuclear Medicine Technologists,3.12,3.75,3.12,3.25,3.88,2.38,2.25,1.0,2.88,3.25,2.75,1.75,2.0,2.62,3.12,3.5,2.38,3.0,1.75,3.12,2.75,1.62,2.88,3.5,2.12,3.25,3.25,3.38,3.75,2.38,2.38,1.75,3.0,2.38,3.5
29-2034,Radiologic Technologists and Technicians,2.88,3.75,2.62,3.12,3.25,1.88,2.25,1.0,2.75,3.0,2.75,1.38,1.62,2.62,2.0,3.38,2.38,3.25,1.38,3.12,2.25,1.75,3.0,3.5,1.75,2.12,3.5,3.62,3.5,2.5,2.38,1.62,3.0,2.62,3.0
29-2035,Magnetic Resonance Imaging Technologists,3.12,3.75,3.12,3.0,3.38,1.75,2.0,1.0,3.0,3.0,2.75,1.5,2.12,2.12,2.62,3.75,2.62,3.25,1.25,3.62,2.88,1.75,2.62,3.88,1.75,2.75,3.12,3.12,3.62,3.0,2.88,1.5,3.0,2.62,3.12
29-2036,Medical Dosimetrists,3.38,4.0,3.62,3.12,4.12,1.0,1.25,1.0,3.0,3.62,3.12,1.75,1.88,3.0,3.5,3.5,2.5,1.88,2.12,2.62,2.88,2.0,2.5,4.0,1.0,3.38,3.25,3.38,3.88,3.12,3.0,1.88,3.5,2.0,3.75
29-2051,Dietetic Technicians,3.12,3.25,3.12,3.0,3.12,1.0,1.0,1.0,3.12,3.12,3.12,2.12,2.12,2.75,2.88,3.12,2.88,2.12,2.25,2.75,2.88,1.5,2.88,3.12,1.0,2.0,3.12,3.12,3.38,2.75,2.75,1.75,3.0,2.0,3.12
29-2052,Pharmacy Technicians,3.12,4.0,3.12,3.0,3.25,1.0,1.0,1.0,2.25,3.12,2.88,1.75,2.12,2.5,3.0,3.12,2.0,2.12,1.75,2.25,2.5,1.5,2.12,3.75,1.0,1.88,3.12,3.12,3.75,2.38,2.12,1.75,3.0,1.75,3.0
